timestamp, acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z
317205.2824797917, 0.000454, 0.004636, 0.019138, 0.017862, -0.078731, -0.112059
317205.2924827501, 0.002445, 0.006921, 0.024203, 0.003826, -0.061508, -0.112211
317205.3019693334, 0.004356, 0.005789, 0.034235, -0.010374, -0.055677, -0.109515
317205.3124325834, 0.008119, 0.003759, 0.040006, -0.029764, -0.060153, -0.101220
317205.3124325834, 0.008119, 0.003759, 0.040006, -0.029764, -0.060153, -0.101220
317205.3124325834, 0.008119, 0.003759, 0.040006, -0.029764, -0.060153, -0.101220
317205.3326666251, 0.005191, -0.006114, 0.038930, -0.042715, -0.079660, -0.099905
317205.3415824584, 0.000103, -0.009783, 0.036143, -0.044712, -0.088104, -0.109408
317205.3524703334, -0.003710, -0.009687, 0.033671, -0.048614, -0.092768, -0.119897
317205.3724815417, 0.002135, -0.011683, 0.019373, -0.045851, -0.095140, -0.133160
317205.3826637084, 0.005202, -0.008716, 0.014254, -0.039958, -0.103624, -0.129770
317205.3826637084, 0.005202, -0.008716, 0.014254, -0.039958, -0.103624, -0.129770
317205.3826637084, 0.005202, -0.008716, 0.014254, -0.039958, -0.103624, -0.129770
317205.3826637084, 0.005202, -0.008716, 0.014254, -0.039958, -0.103624, -0.129770
317205.3826637084, 0.005202, -0.008716, 0.014254, -0.039958, -0.103624, -0.129770
317205.3826637084, 0.005202, -0.008716, 0.014254, -0.039958, -0.103624, -0.129770
317205.3826637084, 0.005202, -0.008716, 0.014254, -0.039958, -0.103624, -0.129770
317205.3826637084, 0.005202, -0.008716, 0.014254, -0.039958, -0.103624, -0.129770
317205.3826637084, 0.005202, -0.008716, 0.014254, -0.039958, -0.103624, -0.129770
317205.45258529176, -0.010346, -0.037040, -0.007489, -0.025577, -0.048398, -0.080596
317205.49253512506, -0.003746, -0.048899, 0.018186, -0.058750, -0.084404, -0.090824
317205.5023557084, -0.006380, -0.048919, 0.010634, -0.064682, -0.074216, -0.089082
317205.5125197917, -0.009112, -0.047206, 0.004941, -0.062780, -0.053196, -0.085052
317205.5225764167, -0.005483, -0.050933, -0.002489, -0.046996, -0.027165, -0.080712
317205.5324485834, -0.000858, -0.055173, -0.002475, -0.021644, -0.015195, -0.074078
317205.5425492084, 0.001074, -0.051843, 0.007345, 0.003206, -0.019806, -0.070319
317205.5525807501, -0.001501, -0.048907, 0.019303, 0.019883, -0.033183, -0.067439
317205.56199504173, -0.003543, -0.046124, 0.033124, 0.028099, -0.044023, -0.065167
317205.57244491676, -0.002800, -0.046842, 0.045769, 0.024394, -0.057159, -0.061730
317205.58251766674, -0.000230, -0.047380, 0.052060, 0.018012, -0.069633, -0.065177
317205.59247875004, 0.000912, -0.047730, 0.052873, 0.011089, -0.080323, -0.074918
317205.6024859584, -0.001679, -0.044761, 0.053107, 0.000378, -0.090015, -0.084052
317205.6125228751, -0.003752, -0.039219, 0.050462, -0.009065, -0.100440, -0.095915
317205.6225439584, -0.006013, -0.030396, 0.048786, -0.018593, -0.108487, -0.102531
317205.6317798751, -0.006406, -0.022378, 0.044145, -0.032676, -0.110936, -0.109843
317205.6425431251, -0.007025, -0.015398, 0.035216, -0.041952, -0.100165, -0.111626
317205.65261541674, -0.007975, -0.010296, 0.024630, -0.051227, -0.081963, -0.106636
