timestamp, acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z
317205.66251562507, -0.007568, -0.005574, 0.015324, -0.052309, -0.047045, -0.098971
317205.6719192084, -0.013546, -0.002891, 0.012272, -0.046336, -0.012075, -0.093910
317205.6825309584, -0.024385, -0.001007, 0.016335, -0.036988, 0.013562, -0.092632
317205.69245275005, -0.032689, -0.002475, 0.028566, -0.026441, 0.016861, -0.099580
317205.70169579174, -0.043121, -0.001773, 0.047127, -0.021414, -0.001568, -0.108818
317205.70169579174, -0.043121, -0.001773, 0.047127, -0.021414, -0.001568, -0.108818
317205.70169579174, -0.043121, -0.001773, 0.047127, -0.021414, -0.001568, -0.108818
317205.71254612505, -0.057518, -0.002028, 0.067771, -0.022455, -0.036699, -0.127342
317205.7427273334, -0.096459, 0.003306, 0.091619, -0.086556, -0.131453, -0.234816
317205.75258216675, -0.099462, 0.008360, 0.091956, -0.128028, -0.157125, -0.265103
317205.7624433334, -0.098632, 0.013258, 0.087698, -0.175482, -0.186391, -0.290215
317205.7624433334, -0.098632, 0.013258, 0.087698, -0.175482, -0.186391, -0.290215
317205.7624433334, -0.098632, 0.013258, 0.087698, -0.175482, -0.186391, -0.290215
317205.79246087506, -0.102629, 0.007791, 0.027713, -0.266581, -0.199298, -0.366887
317205.8025462084, -0.108026, 0.001062, 0.009686, -0.280398, -0.168624, -0.398693
317205.82254441676, -0.123599, 0.003793, 0.005368, -0.303515, -0.112370, -0.431601
317205.8325056667, -0.133433, 0.003938, 0.006650, -0.295402, -0.096523, -0.441797
317205.84261904174, -0.136928, -0.003058, 0.008118, -0.273213, -0.090478, -0.458229
317205.8525349584, -0.135810, -0.015435, 0.012035, -0.243965, -0.100090, -0.476052
317205.8625257084, -0.133616, -0.028165, 0.021930, -0.212998, -0.119269, -0.497851
317205.87253541674, -0.136564, -0.035906, 0.034381, -0.192171, -0.135611, -0.527764
317205.8826014167, -0.143698, -0.036637, 0.049755, -0.182232, -0.152582, -0.554630
317205.8925199584, -0.143310, -0.038010, 0.066786, -0.184401, -0.170690, -0.583957
317205.9025436251, -0.144724, -0.040995, 0.088611, -0.215231, -0.186009, -0.616540
317205.9025436251, -0.144724, -0.040995, 0.088611, -0.215231, -0.186009, -0.616540
317205.9025436251, -0.144724, -0.040995, 0.088611, -0.215231, -0.186009, -0.616540
317205.9025436251, -0.144724, -0.040995, 0.088611, -0.215231, -0.186009, -0.616540
317205.9025436251, -0.144724, -0.040995, 0.088611, -0.215231, -0.186009, -0.616540
317205.9025436251, -0.144724, -0.040995, 0.088611, -0.215231, -0.186009, -0.616540
317205.9025436251, -0.144724, -0.040995, 0.088611, -0.215231, -0.186009, -0.616540
317205.9025436251, -0.144724, -0.040995, 0.088611, -0.215231, -0.186009, -0.616540
317205.9025436251, -0.144724, -0.040995, 0.088611, -0.215231, -0.186009, -0.616540
317205.91252287506, -0.142240, -0.044486, 0.113257, -0.281794, -0.206078, -0.645280
317206.00227779173, -0.068136, -0.160958, -0.064899, -0.976430, -0.363452, -0.773951
317206.0125317084, -0.085570, -0.190021, -0.076278, -0.986730, -0.191995, -0.855975
317206.0225790834, -0.071048, -0.211570, -0.081370, -0.975729, -0.048229, -0.930608
317206.03245929175, -0.035249, -0.231892, -0.067416, -0.953608, 0.018241, -0.982754
317206.0425372917, 0.021497, -0.242776, -0.036910, -0.942075, 0.052601, -1.004068
317206.0624532917, 0.116917, -0.241262, -0.039114, -1.002832, 0.225643, -0.922908
317206.0624532917, 0.116917, -0.241262, -0.039114, -1.002832, 0.225643, -0.922908
317206.07253716676, 0.105775, -0.247173, -0.054869, -1.057604, 0.332153, -0.887079
317206.0825140834, 0.064543, -0.242207, -0.027745, -1.114357, 0.355058, -0.867312
317206.1017394584, 0.031732, -0.259522, 0.000374, -1.179799, 0.394494, -0.832966
317206.1126663334, 0.037939, -0.274414, 0.013481, -1.281444, 0.125194, -0.760740
317206.12196554174, 0.033424, -0.280238, 0.069711, -1.404035, -0.113457, -0.641182
317206.12196554174, 0.033424, -0.280238, 0.069711, -1.404035, -0.113457, -0.641182
317206.14256750006, 0.049217, -0.315067, 0.018788, -1.535836, -0.290189, -0.369643
317206.1518219584, 0.046465, -0.328310, -0.015894, -1.540475, -0.228327, -0.286472
317206.1625419167, 0.039201, -0.329090, -0.043321, -1.494021, -0.152395, -0.277250
317206.1725489584, -0.077328, -0.343615, -0.035771, -1.384892, -0.035531, -0.281442
317206.1825207917, -0.048053, -0.328076, -0.096744, -1.202937, 0.163393, -0.292301
317206.1925197084, 0.060423, -0.305750, -0.115255, -0.991841, 0.364259, -0.299394
317206.2015682501, 0.043707, -0.299095, -0.080052, -0.763876, 0.494023, -0.285176
317206.2125348334, 0.022525, -0.273809, -0.065168, -0.532657, 0.542874, -0.231451
317206.2225396251, 0.018760, -0.233971, -0.060263, -0.292746, 0.500576, -0.152513
317206.23248570843, 0.000187, -0.217437, -0.076565, -0.036329, 0.401583, -0.081017
317206.24258737505, -0.020723, -0.215421, -0.107879, 0.233932, 0.328934, -0.019928
317206.2517521667, -0.034406, -0.215134, -0.139727, 0.525445, 0.295527, 0.034964
317206.26253804174, -0.026885, -0.210322, -0.157727, 0.832512, 0.262236, 0.081980
317206.27256262506, -0.022244, -0.194481, -0.156699, 1.143299, 0.258633, 0.117892
317206.28254066675, 0.000612, -0.178703, -0.152604, 1.442102, 0.313098, 0.130440
317206.29253966676, 0.011874, -0.156832, -0.169049, 1.677598, 0.321147, 0.082203
317206.3016919584, 0.003195, -0.120392, -0.159677, 1.818156, 0.319153, -0.021653
317206.3125463334, 0.032218, -0.083842, -0.219648, 1.838089, 0.558708, -0.084383
317206.3225957084, 0.048723, -0.119330, -0.160086, 1.738023, 0.545158, -0.100833
317206.3416304584, 0.013398, -0.143967, -0.048025, 1.292965, 0.712727, -0.045912
317206.3416304584, 0.013398, -0.143967, -0.048025, 1.292965, 0.712727, -0.045912
317206.35176891676, 0.022249, -0.145699, 0.003388, 0.984514, 0.889722, -0.009608
317206.36257262505, 0.034600, -0.129990, 0.019228, 0.723021, 1.047138, 0.044800
317206.3825487084, 0.118784, -0.114829, 0.019603, 0.493251, 0.976681, 0.199420
317206.3925702084, 0.160179, -0.120378, 0.049246, 0.499163, 0.695160, 0.285377
317206.4018283334, 0.163629, -0.105687, 0.084803, 0.551383, 0.244000, 0.352083
317206.4125731667, 0.151535, -0.078357, 0.105452, 0.626412, -0.253571, 0.375581
317206.4225542917, 0.144399, -0.092889, 0.082048, 0.724048, -0.694087, 0.361746
317206.4326239167, 0.160909, -0.098079, 0.036289, 0.829138, -1.093992, 0.365244
317206.4326239167, 0.160909, -0.098079, 0.036289, 0.829138, -1.093992, 0.365244
317206.4326239167, 0.160909, -0.098079, 0.036289, 0.829138, -1.093992, 0.365244
317206.4326239167, 0.160909, -0.098079, 0.036289, 0.829138, -1.093992, 0.365244
317206.4326239167, 0.160909, -0.098079, 0.036289, 0.829138, -1.093992, 0.365244
317206.4326239167, 0.160909, -0.098079, 0.036289, 0.829138, -1.093992, 0.365244
317206.4326239167, 0.160909, -0.098079, 0.036289, 0.829138, -1.093992, 0.365244
317206.4326239167, 0.160909, -0.098079, 0.036289, 0.829138, -1.093992, 0.365244
317206.4326239167, 0.160909, -0.098079, 0.036289, 0.829138, -1.093992, 0.365244
317206.5017463334, 0.082353, -0.045223, -0.202534, 1.177874, -1.240357, 0.553491
317206.53251879173, 0.052127, -0.057022, -0.121304, 0.481137, -0.660251, 0.508556
317206.5425340834, 0.062863, -0.061445, -0.130251, 0.349264, -0.376042, 0.438906
317206.5518875417, 0.064867, -0.059885, -0.130636, 0.285565, -0.230399, 0.408514
317206.56238166674, 0.086602, -0.058926, -0.052981, 0.092235, 0.059287, 0.342818
317206.57255275006, 0.095739, -0.061122, -0.000314, -0.033660, 0.215822, 0.300472
317206.5825518334, 0.082707, -0.055871, 0.046271, -0.148761, 0.335429, 0.231994
317206.5926150417, 0.070480, -0.057512, 0.097587, -0.249552, 0.399903, 0.162470
317206.60189975007, 0.068700, -0.058805, 0.097900, -0.286136, 0.405791, 0.119907
317206.6125517917, 0.027375, -0.049109, 0.167122, -0.331177, 0.328229, -0.070628
317206.6225427917, 0.041048, -0.042082, 0.203310, -0.344543, 0.221093, -0.158958
317206.63255562505, 0.083796, -0.029451, 0.236882, -0.343787, 0.081887, -0.170948
317206.6522562917, 0.125571, -0.008789, 0.259917, -0.291767, -0.144381, -0.105963
317206.66257904173, 0.062860, 0.025048, 0.233070, -0.200352, -0.266360, -0.067106
317206.66257904173, 0.062860, 0.025048, 0.233070, -0.200352, -0.266360, -0.067106
317206.68251229177, 0.033792, 0.039714, 0.176712, 0.079589, -0.191247, -0.001696
317206.69256979175, 0.024144, 0.056852, 0.118964, 0.198288, -0.142247, 0.034507
317206.70204029174, 0.031162, 0.079482, 0.070505, 0.440448, -0.037930, 0.100320
317206.7125935834, 0.012374, 0.086490, 0.049495, 0.665732, 0.084028, 0.117855
317206.72254150006, -0.025585, 0.087228, 0.050668, 0.854190, 0.221911, 0.102275
317206.73255579174, -0.047117, 0.079676, 0.066389, 0.990411, 0.335439, 0.085997
317206.7425794167, -0.039118, 0.080657, 0.109922, 1.048202, 0.406435, 0.081949
317206.75214179175, 0.004246, 0.082851, 0.172004, 1.011123, 0.441891, 0.074509
317206.7616488334, 0.045091, 0.071616, 0.241729, 0.814171, 0.486956, 0.061748
317206.77250937506, 0.079191, 0.060700, 0.359284, 0.465643, 0.470710, 0.063107
317206.78259187506, 0.103317, 0.058682, 0.477550, 0.079703, 0.432035, 0.055128
317206.79255112505, 0.107391, 0.051144, 0.506861, -0.281292, 0.343327, 0.050338
317206.80204662506, 0.118932, 0.041910, 0.493638, -0.561795, 0.209862, 0.067102
317206.8115717084, 0.139456, 0.047541, 0.431315, -0.721275, 0.109734, 0.103670
317206.82246262504, 0.143568, 0.058237, 0.317183, -0.744586, 0.078630, 0.170324
317206.8324394584, 0.140619, 0.055959, 0.188907, -0.678097, 0.178511, 0.293130
317206.8522756667, 0.098992, 0.018558, 0.021260, -0.444151, 0.279174, 0.418812
317206.8615202917, 0.069588, 0.021830, -0.002180, -0.367790, 0.351401, 0.477474
317206.87254137505, 0.092720, 0.012863, 0.008905, -0.346021, 0.437470, 0.515731
317206.8824319584, 0.091399, 0.005844, 0.031756, -0.408579, 0.287413, 0.563127
317206.89245454175, 0.108712, -0.001784, 0.068651, -0.504196, 0.107056, 0.569675
317206.90203925007, 0.109418, -0.022817, 0.068480, -0.576567, -0.074994, 0.508267
317206.9116892501, 0.063195, -0.039310, 0.015935, -0.602087, -0.235262, 0.402237
317206.92247429176, 0.013212, -0.051348, -0.054357, -0.604702, -0.354274, 0.277717
317206.93245812505, -0.029866, -0.062363, -0.118566, -0.609192, -0.471787, 0.182026
317206.9426274584, -0.040911, -0.067808, -0.164322, -0.585512, -0.635808, 0.096926
317206.95220316673, -0.062606, -0.067585, -0.232105, -0.490415, -0.658311, -0.068887
317206.95220316673, -0.062606, -0.067585, -0.232105, -0.490415, -0.658311, -0.068887
317206.95220316673, -0.062606, -0.067585, -0.232105, -0.490415, -0.658311, -0.068887
317206.95220316673, -0.062606, -0.067585, -0.232105, -0.490415, -0.658311, -0.068887
317206.95220316673, -0.062606, -0.067585, -0.232105, -0.490415, -0.658311, -0.068887
317206.95220316673, -0.062606, -0.067585, -0.232105, -0.490415, -0.658311, -0.068887
317206.95220316673, -0.062606, -0.067585, -0.232105, -0.490415, -0.658311, -0.068887
317206.95220316673, -0.062606, -0.067585, -0.232105, -0.490415, -0.658311, -0.068887
317206.95220316673, -0.062606, -0.067585, -0.232105, -0.490415, -0.658311, -0.068887
317206.96152954176, -0.154711, -0.029180, -0.335126, -0.339644, -0.612139, -0.254318
317207.05239295843, -0.092508, 0.003594, -0.243222, -0.351456, -0.740741, -0.237086
317207.0615712084, -0.103958, -0.036334, -0.300386, -0.289405, -0.745115, -0.293881
317207.07254166674, -0.064921, -0.074460, -0.374083, -0.106650, -0.672388, -0.309535
317207.08251787507, -0.050962, -0.078444, -0.442827, 0.166528, -0.496176, -0.260033
317207.10234329174, -0.005422, -0.066680, -0.401262, 0.675139, -0.045741, 0.034664
317207.11165229173, 0.008333, -0.054625, -0.277252, 0.862214, 0.224199, 0.233217
317207.1225467084, -0.015280, -0.031289, -0.164300, 0.982242, 0.433477, 0.281594
317207.1326025834, -0.126287, 0.006518, -0.045725, 1.006935, 0.608890, 0.230230
317207.14250529173, -0.172983, 0.025283, 0.091917, 0.914614, 0.654221, 0.200475
317207.15238875005, -0.126951, 0.008339, 0.234308, 0.744200, 0.571519, 0.175207
317207.1615747501, -0.092687, -0.025448, 0.334550, 0.543951, 0.419058, 0.088053
317207.1725554584, -0.112077, -0.032876, 0.379257, 0.327564, 0.269492, -0.019270
317207.18251679174, -0.101472, -0.055201, 0.405083, 0.129625, 0.101516, -0.108546
317207.19253741676, -0.071054, -0.083727, 0.376643, -0.058541, -0.167022, -0.295397
317207.2024277917, -0.160977, -0.072330, 0.345735, -0.192974, -0.382499, -0.430704
317207.21167891676, -0.123007, -0.095557, 0.292418, -0.233496, -0.497086, -0.551908
317207.2225380001, -0.136147, -0.098055, 0.191929, -0.184589, -0.499902, -0.656792
317207.23259475006, -0.154808, -0.063440, 0.106904, -0.070641, -0.467842, -0.696611
317207.2425228751, -0.122315, -0.028732, 0.056977, 0.076170, -0.426173, -0.687585
317207.25246491673, -0.089139, 0.014541, 0.044444, 0.233361, -0.382680, -0.629569
317207.2624936667, -0.047311, 0.050530, 0.058119, 0.382049, -0.335941, -0.534202
317207.27243987506, -0.016726, 0.078247, 0.091403, 0.499139, -0.286579, -0.428068
317207.2824475417, 0.000201, 0.096488, 0.137887, 0.566197, -0.237974, -0.329208
317207.2926093751, 0.001906, 0.097989, 0.196003, 0.576296, -0.173396, -0.230033
317207.30238979176, 0.007388, 0.090211, 0.251760, 0.545686, -0.130526, -0.156993
317207.3125203334, -0.006907, 0.072967, 0.286594, 0.492213, -0.040493, -0.097114
317207.3223177501, -0.009338, 0.057984, 0.302356, 0.452254, -0.058467, -0.096956
317207.34252700006, -0.066235, 0.029956, 0.328233, 0.299542, -0.099761, -0.141818
317207.35247387504, -0.032407, -0.008931, 0.326219, 0.227234, -0.117478, -0.180900
317207.36246329173, -0.055748, -0.025078, 0.297601, 0.160178, -0.122056, -0.208414
317207.3719961667, -0.051793, -0.041226, 0.266160, 0.094976, -0.099552, -0.229986
317207.38251912507, -0.050984, -0.056214, 0.228339, 0.042497, -0.076652, -0.250846
317207.39249591675, -0.051612, -0.064871, 0.193134, 0.007551, -0.072144, -0.266703
317207.4024478334, -0.042778, -0.071507, 0.161070, -0.008325, -0.110244, -0.275802
317207.4125977501, -0.031940, -0.079834, 0.128961, -0.003492, -0.154795, -0.286458
317207.42253916676, -0.026450, -0.085482, 0.090657, 0.004919, -0.184854, -0.293607
317207.4324610834, -0.025244, -0.089494, 0.047770, 0.017250, -0.191917, -0.286888
317207.44254262507, -0.012688, -0.088190, 0.003568, 0.019078, -0.191637, -0.269582
317207.45237191673, -0.003557, -0.084159, -0.029118, -0.000655, -0.194194, -0.244603
317207.4625376667, 0.002009, -0.086389, -0.054414, -0.021815, -0.179866, -0.217974
317207.4724604167, 0.004635, -0.091134, -0.097194, -0.024539, -0.118054, -0.187779
317207.4824468334, 0.000530, -0.093952, -0.155424, -0.006330, -0.001961, -0.153380
317207.4824468334, 0.000530, -0.093952, -0.155424, -0.006330, -0.001961, -0.153380
317207.4824468334, 0.000530, -0.093952, -0.155424, -0.006330, -0.001961, -0.153380
317207.4824468334, 0.000530, -0.093952, -0.155424, -0.006330, -0.001961, -0.153380
317207.4824468334, 0.000530, -0.093952, -0.155424, -0.006330, -0.001961, -0.153380
317207.4824468334, 0.000530, -0.093952, -0.155424, -0.006330, -0.001961, -0.153380
317207.4824468334, 0.000530, -0.093952, -0.155424, -0.006330, -0.001961, -0.153380
317207.4824468334, 0.000530, -0.093952, -0.155424, -0.006330, -0.001961, -0.153380
317207.4824468334, 0.000530, -0.093952, -0.155424, -0.006330, -0.001961, -0.153380
317207.58263937506, 0.109640, 0.014857, -0.012945, -0.016096, -0.886713, 0.294815
317207.5925503751, 0.065859, 0.042049, -0.063639, -0.161928, -1.109715, 0.314974
317207.6016118334, 0.048597, 0.055660, -0.208625, -0.170862, -1.041214, 0.323626
317207.61258579174, 0.023103, 0.030109, -0.410107, -0.058329, -0.740479, 0.328194
317207.62252966675, 0.026738, 0.012840, -0.555645, 0.098221, -0.351071, 0.342470
317207.63260287506, 0.055602, 0.007355, -0.590612, 0.221879, 0.020667, 0.367098
317207.6425348334, 0.087607, 0.013157, -0.524249, 0.265144, 0.294031, 0.397103
317207.6525106251, 0.101600, 0.025932, -0.387287, 0.220703, 0.455077, 0.431499
317207.66258675006, 0.098539, 0.040121, -0.233335, 0.126170, 0.515234, 0.464794
317207.67251750006, 0.089754, 0.037346, -0.113407, 0.014822, 0.506846, 0.464492
317207.6825127501, 0.052122, 0.021587, -0.027875, -0.097838, 0.468222, 0.430924
317207.6925505417, 0.021313, 0.000294, 0.029085, -0.191326, 0.408224, 0.354003
317207.7025019584, -0.012742, -0.017803, 0.060407, -0.268412, 0.304406, 0.255778
317207.7225430834, -0.069828, -0.030335, 0.101979, -0.338586, 0.053825, 0.054920
317207.7324644584, -0.069599, -0.022488, 0.101422, -0.310924, -0.064878, -0.025805
317207.7324644584, -0.069599, -0.022488, 0.101422, -0.310924, -0.064878, -0.025805
317207.7525208334, -0.013975, 0.008492, 0.075502, -0.186729, -0.186464, -0.096418
317207.76254037506, 0.006610, 0.033611, 0.070221, -0.097832, -0.193660, -0.071494
317207.77244579175, 0.042724, 0.060026, 0.072594, -0.000806, -0.163506, -0.018551
317207.7825136667, 0.059582, 0.083871, 0.083254, 0.079525, -0.111046, 0.054236
317207.7925421667, 0.068064, 0.098933, 0.113914, 0.136559, -0.073448, 0.138961
317207.8024527501, 0.065371, 0.106977, 0.149936, 0.186067, -0.027427, 0.214589
317207.8024527501, 0.065371, 0.106977, 0.149936, 0.186067, -0.027427, 0.214589
317207.8225439584, 0.048961, 0.091642, 0.195334, 0.305928, 0.074918, 0.308316
317207.8324402501, 0.041623, 0.073069, 0.214138, 0.368232, 0.126121, 0.314524
317207.8425941251, 0.030864, 0.059164, 0.234966, 0.411279, 0.160293, 0.305286
317207.8524626251, 0.022438, 0.051091, 0.263516, 0.441427, 0.161977, 0.292330
317207.8624718334, 0.028399, 0.044662, 0.291875, 0.450711, 0.148204, 0.273351
317207.87252562505, 0.032199, 0.047218, 0.315060, 0.433202, 0.117188, 0.261331
317207.88177454175, 0.039841, 0.055104, 0.331544, 0.387767, 0.096179, 0.262291
317207.89253804175, 0.054831, 0.060733, 0.336531, 0.316919, 0.103025, 0.283215
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.90248775005, 0.062223, 0.065258, 0.323401, 0.243652, 0.114750, 0.306543
317207.97252112505, -0.024279, -0.045061, 0.096367, 0.202527, -0.276457, -0.072694
317208.1026092084, -0.035314, 0.046144, -0.170225, -0.273029, 0.036459, -0.423429
317208.11253204173, 0.001556, 0.055423, -0.126633, -0.373825, -0.172041, -0.402821
317208.12261466676, 0.007803, 0.078904, -0.087503, -0.516535, -0.405988, -0.368958
317208.1325670834, 0.001579, 0.110330, -0.083510, -0.669252, -0.581777, -0.299022
317208.1426374167, -0.016419, 0.129956, -0.129750, -0.747007, -0.646205, -0.202251
317208.1426374167, -0.016419, 0.129956, -0.129750, -0.747007, -0.646205, -0.202251
317208.1426374167, -0.016419, 0.129956, -0.129750, -0.747007, -0.646205, -0.202251
317208.1724459584, -0.012625, 0.064056, -0.476589, -0.265720, 0.073871, 0.097025
317208.1920470834, 0.005941, 0.030682, -0.397801, 0.076972, 0.418272, 0.232808
317208.1920470834, 0.005941, 0.030682, -0.397801, 0.076972, 0.418272, 0.232808
317208.21250966674, 0.003200, 0.013647, -0.142239, 0.365284, 0.586733, 0.356153
317208.2225494584, -0.012643, -0.003253, -0.017164, 0.419744, 0.562626, 0.358281
317208.2326720001, -0.036479, -0.025930, 0.090068, 0.402056, 0.478194, 0.306208
317208.2425303751, -0.057316, -0.054012, 0.181497, 0.312924, 0.356839, 0.199725
317208.2525140417, -0.074916, -0.083150, 0.249117, 0.156908, 0.210937, 0.043942
317208.2625398334, -0.089938, -0.104430, 0.301531, -0.062697, 0.007231, -0.146281
317208.2625398334, -0.089938, -0.104430, 0.301531, -0.062697, 0.007231, -0.146281
317208.2625398334, -0.089938, -0.104430, 0.301531, -0.062697, 0.007231, -0.146281
317208.27248225006, -0.089954, -0.112628, 0.328240, -0.313919, -0.217707, -0.343510
317208.30261366675, -0.096932, -0.077849, 0.086981, -0.769041, -0.370875, -0.773396
317208.3126234584, -0.067904, -0.049989, 0.001202, -0.781607, -0.206970, -0.806986
317208.3225308334, -0.036671, -0.030019, -0.061729, -0.711087, 0.000674, -0.793581
317208.3325787917, -0.005547, -0.013511, -0.103568, -0.564185, 0.224476, -0.743731
317208.3425323334, 0.016580, -0.000272, -0.113467, -0.363785, 0.431934, -0.669564
317208.3525397917, 0.029741, 0.009666, -0.087544, -0.149404, 0.599750, -0.574517
317208.3625368334, 0.036092, 0.019327, -0.025961, 0.048404, 0.713800, -0.456225
317208.3625368334, 0.036092, 0.019327, -0.025961, 0.048404, 0.713800, -0.456225
317208.3625368334, 0.036092, 0.019327, -0.025961, 0.048404, 0.713800, -0.456225
317208.3725249584, 0.034937, 0.036261, 0.062161, 0.209480, 0.752951, -0.324919
317208.40258025005, 0.013978, 0.021374, 0.292085, 0.521883, 0.513683, 0.021214
317208.42253216676, -0.011302, -0.027362, 0.343831, 0.639963, 0.236550, 0.112435
317208.43261675007, -0.021819, -0.046353, 0.359334, 0.638458, 0.109148, 0.124530
317208.44253575004, -0.037056, -0.065685, 0.357581, 0.604618, 0.016773, 0.116696
317208.4526037917, -0.046207, -0.079675, 0.341768, 0.537397, -0.050149, 0.108558
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.46257712506, -0.038269, -0.090844, 0.318080, 0.455781, -0.074502, 0.105077
317208.6225709584, 0.097242, -0.096953, -0.193630, -0.053787, 0.279414, 0.107641
317208.64253475005, 0.172951, -0.067948, -0.160092, -0.054057, 0.315430, 0.269645
317208.65252679173, 0.185841, -0.058045, -0.104687, -0.148465, 0.144696, 0.338512
317208.66258466674, 0.169312, -0.043328, -0.066835, -0.286232, -0.118743, 0.376023
317208.6718125834, 0.141777, -0.036947, -0.108555, -0.373546, -0.346044, 0.401486
317208.6825535834, 0.107811, -0.040545, -0.231912, -0.349322, -0.431030, 0.428293
317208.69248991675, 0.071956, -0.037669, -0.362057, -0.233337, -0.366956, 0.465056
317208.7026050834, 0.055419, -0.028999, -0.432660, -0.084106, -0.206930, 0.517825
317208.7125348751, 0.050870, -0.021414, -0.427911, 0.045442, -0.026711, 0.569134
317208.72254116676, 0.036103, -0.010850, -0.369448, 0.126170, 0.139621, 0.600064
317208.73256016674, 0.025792, -0.000382, -0.270642, 0.132836, 0.220501, 0.598057
317208.74252766673, 0.013960, 0.001478, -0.165956, 0.079952, 0.223935, 0.556542
317208.7525893751, 0.003121, -0.008108, -0.096728, -0.004707, 0.202694, 0.495420
317208.76255891676, 0.011934, -0.025508, -0.064282, -0.099499, 0.201114, 0.426722
317208.77253879176, 0.003164, -0.033493, -0.053488, -0.200360, 0.192049, 0.338486
317208.77253879176, 0.003164, -0.033493, -0.053488, -0.200360, 0.192049, 0.338486
317208.77253879176, 0.003164, -0.033493, -0.053488, -0.200360, 0.192049, 0.338486
317208.78251662507, -0.003569, -0.031398, -0.050306, -0.296613, 0.207568, 0.260113
317208.8222539584, -0.004545, 0.006786, -0.097359, -0.264764, 0.453098, 0.096406
317208.8320134584, -0.015086, 0.013156, -0.056158, -0.203184, 0.443937, 0.063157
317208.84258779173, -0.009115, 0.022181, -0.002923, -0.123343, 0.378196, 0.039129
317208.85250791674, 0.003818, 0.032163, 0.047072, -0.027618, 0.279454, 0.027990
317208.86249400006, 0.014047, 0.041403, 0.089896, 0.077105, 0.167328, 0.024495
317208.87190862506, 0.022097, 0.052236, 0.125195, 0.170724, 0.053268, 0.029767
317208.8820269584, 0.020792, 0.065613, 0.159082, 0.252434, -0.066265, 0.041878
317208.8820269584, 0.020792, 0.065613, 0.159082, 0.252434, -0.066265, 0.041878
317208.8820269584, 0.020792, 0.065613, 0.159082, 0.252434, -0.066265, 0.041878
317208.91251029173, 0.007373, 0.077974, 0.210998, 0.367715, -0.184507, 0.125244
317208.9225517917, -0.005001, 0.067241, 0.222094, 0.363886, -0.169477, 0.134827
317208.9225517917, -0.005001, 0.067241, 0.222094, 0.363886, -0.169477, 0.134827
317208.9225517917, -0.005001, 0.067241, 0.222094, 0.363886, -0.169477, 0.134827
317208.9225517917, -0.005001, 0.067241, 0.222094, 0.363886, -0.169477, 0.134827
317208.9225517917, -0.005001, 0.067241, 0.222094, 0.363886, -0.169477, 0.134827
